iter	Logloss
0	0.5153639957
1	0.3788758161
2	0.2923474577
3	0.2210920992
4	0.1733524939
5	0.1407524773
6	0.115857029
7	0.1001802512
8	0.08740505839
9	0.07818133607
10	0.0720719947
11	0.06726073733
12	0.06231791983
13	0.05841409569
14	0.05396332763
15	0.05110293983
16	0.04827891305
17	0.045916952
18	0.04430498011
19	0.04270730298
20	0.04157402333
21	0.04043211853
22	0.03894141622
23	0.03807359927
24	0.03707008553
25	0.03591888423
26	0.03521487127
27	0.03435706192
28	0.03354634242
29	0.03297898249
30	0.03215224357
31	0.03180927909
32	0.03131635491
33	0.03085697993
34	0.03047381533
35	0.03009513334
36	0.02946512033
37	0.02892451042
38	0.02863497995
39	0.02826858241
40	0.02768761574
41	0.0272426668
42	0.02694825628
43	0.02661705808
44	0.02622586565
45	0.02567668906
46	0.0254711949
47	0.02525272238
48	0.02496848732
49	0.02445763892
50	0.02406634874
51	0.02383998029
52	0.02356139931
53	0.02327372469
54	0.02306345929
55	0.02285748638
56	0.02258426033
57	0.0223635602
58	0.02215014497
59	0.02188573585
60	0.02170136013
61	0.02151483346
62	0.02128506711
63	0.02107115642
64	0.0208789644
65	0.02074845213
66	0.0204460228
67	0.02024871272
68	0.02001407416
69	0.01994065099
70	0.01978738253
71	0.01951439867
72	0.01940308037
73	0.01913177004
74	0.01904845764
75	0.01890525064
76	0.01868533628
77	0.01862970087
78	0.01850309353
79	0.01842349415
80	0.01815521668
81	0.01793519177
82	0.01784752027
83	0.01772961363
84	0.01765446051
85	0.01744792885
86	0.0172928253
87	0.0170792553
88	0.01688984815
89	0.01676390399
90	0.01658317622
91	0.01649227757
92	0.01628667313
93	0.01593717709
94	0.01576694898
95	0.01562863365
96	0.01549771646
97	0.01529229517
98	0.01521018632
99	0.01514647361
100	0.01510301377
101	0.01494953672
102	0.01492410192
103	0.01483809629
104	0.01473162261
105	0.01451214664
106	0.01440115662
107	0.01432800029
108	0.01426992255
109	0.01421690909
110	0.01413035683
111	0.01400795397
112	0.01391305833
113	0.01380165302
114	0.01366192331
115	0.01359376867
116	0.01353478311
117	0.01337818524
118	0.0133544424
119	0.01324283636
120	0.01308891896
121	0.01298604384
122	0.01284757479
123	0.01275443287
124	0.01270760374
125	0.01253685636
126	0.0124955909
127	0.01235656369
128	0.01211054079
129	0.01198864932
130	0.01192612378
131	0.01184639031
132	0.01174270034
133	0.01166172944
134	0.01150227382
135	0.01141728323
136	0.01138668395
137	0.01134272432
138	0.01118772737
139	0.01105390483
140	0.01085816289
141	0.01074826464
142	0.0106542044
143	0.01055275437
144	0.01041263958
145	0.01035016508
146	0.01027035899
147	0.01021523937
148	0.01016176303
149	0.01006515895
150	0.01004247702
151	0.009947586166
152	0.00983825924
153	0.009814581268
154	0.009698401763
155	0.009621483232
156	0.009564196347
157	0.009478520026
158	0.009441510419
159	0.009410584489
160	0.009333675436
161	0.009228788441
162	0.009192160405
163	0.009124842447
164	0.009063030062
165	0.009006301338
166	0.00890313528
167	0.008850605263
168	0.00880896041
169	0.008758773966
170	0.008717617248
171	0.008638837742
172	0.008598209936
173	0.008571775579
174	0.00852222027
175	0.008462816158
176	0.008381004194
177	0.008300900318
178	0.008274867833
179	0.008220599468
180	0.008220547978
181	0.008126713422
182	0.008102074087
183	0.008025021704
184	0.007969338147
185	0.007930313984
186	0.007874963283
187	0.007789445791
188	0.00773183119
189	0.007731769245
190	0.007731769245
191	0.007707418857
192	0.00770729836
193	0.007641646787
194	0.007601719537
195	0.007493068969
196	0.007443611598
197	0.007374030231
198	0.007333327034
199	0.007282449357
200	0.007238391384
201	0.007155438504
202	0.007109808073
203	0.00708884971
204	0.00705383518
205	0.006993130414
206	0.006968775873
207	0.006911282432
208	0.006822674354
209	0.006800202211
210	0.006761219631
211	0.006748922438
212	0.006748922438
213	0.006748922438
214	0.006734264213
215	0.006704960016
216	0.006673786262
217	0.006662250986
218	0.006645651312
219	0.006585103742
220	0.006567860432
221	0.006545583648
222	0.006525973054
223	0.006496326437
224	0.006459731169
225	0.006411256839
226	0.006411230247
227	0.006371937064
228	0.006346453214
229	0.006304813737
230	0.006259717341
231	0.006200744222
232	0.006153310862
233	0.006080777443
234	0.00608074862
235	0.00608074862
236	0.006080720592
237	0.006028558436
238	0.006014560688
239	0.005991491263
240	0.005962744626
241	0.005913616779
242	0.005913559464
243	0.005913511557
244	0.005887104655
245	0.005849954855
246	0.005809652931
247	0.00579683648
248	0.005778678278
249	0.005778648514
250	0.005778648514
251	0.005778648514
252	0.005750964578
253	0.005750920346
254	0.005750920346
255	0.005733323324
256	0.005701830607
257	0.005687025078
258	0.005687011163
259	0.005687011163
260	0.005651601398
261	0.005651573093
262	0.005651559401
263	0.005574708218
264	0.005550017903
265	0.005539388399
266	0.005508165187
267	0.005508155428
268	0.005492207559
269	0.005492207559
270	0.005456468216
271	0.005456406182
272	0.005445281189
273	0.005445281189
274	0.005384263215
275	0.005335715425
276	0.005314428946
277	0.005287911884
278	0.005287878383
279	0.005254811057
280	0.005233799167
281	0.005209523503
282	0.005190632334
283	0.005190632334
284	0.005190609614
285	0.005190586923
286	0.005190575147
287	0.005167225685
288	0.005133021667
289	0.005113625947
290	0.005083058753
291	0.005082997148
292	0.005082997148
293	0.005082997148
294	0.005082979707
295	0.005082979707
296	0.005082935294
297	0.005082928159
298	0.005082928159
299	0.005082917081
300	0.005082867697
301	0.00508283838
302	0.005069766575
303	0.005069756737
304	0.005069748213
305	0.005069748213
306	0.005069739693
307	0.005069717437
308	0.00506968842
309	0.005069634087
310	0.005069427357
311	0.00504393125
312	0.005043915109
313	0.005043910724
314	0.005011242073
315	0.005011223484
316	0.005011200895
317	0.005011189487
318	0.005011157445
319	0.004983733805
320	0.004941389316
321	0.004906667195
322	0.004906658155
323	0.004906649119
324	0.004906649119
325	0.004906640089
326	0.004906633058
327	0.004906633058
328	0.004906624034
329	0.00488255835
330	0.00488255835
331	0.00488255835
332	0.004882549264
333	0.004882549264
334	0.004882530171
335	0.00486942564
336	0.00486942564
337	0.00486942564
338	0.00486942564
339	0.004869407253
340	0.004869407253
341	0.004869407253
342	0.004869407253
343	0.004869400529
344	0.004869379762
345	0.004869379762
346	0.004869379762
347	0.004869362708
348	0.004869341957
349	0.004869335239
350	0.004869316877
351	0.004869316877
352	0.004869316877
353	0.004869316877
354	0.004869316877
355	0.004869310162
356	0.004869310162
357	0.004869303449
358	0.004869285099
359	0.004869285099
360	0.004869285099
361	0.004869285099
362	0.004869285099
363	0.004869285099
364	0.004869278389
365	0.004869278389
366	0.004869278389
367	0.004869261379
368	0.004869261379
369	0.004869261379
370	0.004869254674
371	0.004869254674
372	0.004869254674
373	0.004869254674
374	0.004869236342
375	0.004869236342
376	0.004869236342
377	0.004869219276
378	0.004869219276
379	0.004869219276
380	0.004869202294
381	0.004869202294
382	0.004869202294
383	0.004869202294
384	0.004869202294
385	0.004869185332
386	0.004869185332
387	0.004869185332
388	0.004869185332
389	0.004869185332
390	0.004869185332
391	0.004869167023
392	0.004869167023
393	0.004869167023
394	0.004869167023
395	0.004869167023
396	0.004869167023
397	0.004869167023
398	0.004869167023
399	0.004869150088
