iter	Logloss
400	0.004869150088
401	0.004869150088
402	0.004869136702
403	0.004869136702
404	0.004869115989
405	0.004869102615
406	0.004869102615
407	0.004869081915
408	0.004869081915
409	0.004869081915
410	0.004848183487
411	0.004848180559
412	0.004803552998
413	0.004776711347
414	0.004751043997
415	0.004725363985
416	0.004688232512
417	0.004663575672
418	0.004607014055
419	0.004594404692
420	0.004569539701
421	0.004545236412
422	0.004524561632
423	0.004503106848
424	0.004503066159
425	0.004480189664
426	0.004480127286
427	0.004480127286
428	0.004480108895
429	0.004451918635
430	0.004451911391
431	0.004451907908
432	0.00445189636
433	0.004451870245
434	0.004451857926
435	0.004451846315
436	0.004451846315
437	0.004451846315
438	0.004451846315
439	0.004451846315
440	0.004451846315
441	0.004451846315
442	0.004451823118
443	0.004451823118
444	0.004451823118
445	0.004451823118
446	0.004451823118
447	0.004451802222
448	0.004451802222
449	0.004451800358
450	0.004451800358
451	0.004451800358
452	0.004451800358
453	0.004451774381
454	0.004451774381
455	0.004451774381
456	0.004451774381
457	0.004451762845
458	0.004451755472
459	0.004451755472
460	0.004451743938
461	0.004451742077
462	0.004451742077
463	0.004451742077
464	0.004451742077
465	0.004451742077
466	0.004451742077
467	0.004451740216
468	0.004451740216
469	0.004451722484
470	0.004451722484
471	0.004451720911
472	0.004451719052
473	0.004451672659
474	0.004451672659
475	0.004451672659
476	0.004451672659
477	0.004451649483
478	0.004432949068
479	0.004432912313
480	0.004389884979
481	0.004389830306
482	0.004371684071
483	0.004343349834
484	0.004321177278
485	0.004321177278
486	0.004321177278
487	0.004303946018
488	0.00426693877
489	0.004266931508
490	0.004266931508
491	0.004266920889
492	0.004266913653
493	0.004231446762
494	0.004191152132
495	0.004191131881
496	0.004191131881
497	0.004191131881
498	0.004191131881
499	0.004162856112
